id,dataset_id,category,prompt,completion,group_id
multi-food-data.csv:000678,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""commercial hummus 3tbsp + 150g raw roma tomato + 1 slice white bread 218 cal""}]","{""items"":[{""name"":""hummus, commercial"",""quantity"":3,""unit"":""tablespoon""},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g""},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice""}],""mealType"":""unknown""}","multi-food-data.csv:[""hummus, commercial"",""tomato, roma"",""bread, white, commercially prepared""]"
multi-food-data.csv:000679,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""plain nonfat greek yogurt g100 + blueberries g100 + raw english walnut halves 20g bf -8h""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""blueberries, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000681,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""plain whole milk yogurt 150g + 200 grams red delicious apple + raw peanuts 30 g bf""}]","{""items"":[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g""},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""yogurt, plain, whole milk"",""apples, red delicious, with skin, raw"",""peanuts, raw""]"
multi-food-data.csv:000682,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""red delicious apple 100 gr + rolled whole grain oats 30 grams + 150g plain whole milk yogurt snack -9d""}]","{""items"":[{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g""},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g""},{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""apples, red delicious, with skin, raw"",""oats, whole grain, rolled, old fashioned"",""yogurt, plain, whole milk""]"
multi-food-data.csv:000683,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""0.5cup 2% cottage cheese + strawberries g100 + whole raw almonds g15 snack 13d ago""}]","{""items"":[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup""},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""cheese, cottage, lowfat, 2% milkfat"",""strawberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000684,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate plain whole milk yogurt g100 + 200g red delicious apple + raw peanuts g20""}]","{""items"":[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g""},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, plain, whole milk"",""apples, red delicious, with skin, raw"",""peanuts, raw""]"
multi-food-data.csv:000685,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate g150 full fat cottage cheese + red delicious apple 100 grams + whole raw almonds g15 bf 2h ago""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""apples, red delicious, with skin, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000686,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""rolled whole grain oats 70 gr + plain nonfat yogurt 150 gr + red delicious apple 150g -22h""}]","{""items"":[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g""},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""oats, whole grain, rolled, old fashioned"",""yogurt, plain, nonfat"",""apples, red delicious, with skin, raw""]"
multi-food-data.csv:000688,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""plain nonfat greek yogurt 100g + strawberries 200g + 20 g raw english walnut halves tmr""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""strawberries, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000689,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""full fat cottage cheese 200 gr + red delicious apple 150 grams + 15 gr raw english walnut halves tomorrow""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""apples, red delicious, with skin, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000690,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""g200 plain whole milk yogurt + raw peanuts 15 grams + 100 gr blueberries kcal295""}]","{""items"":[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g""},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, plain, whole milk"",""peanuts, raw"",""blueberries, raw""]"
multi-food-data.csv:000692,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate g200 strawberries + 15 g whole raw almonds + g150 plain whole milk yogurt snack 23h ago""}]","{""items"":[{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""},{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""strawberries, raw"",""nuts, almonds, whole, raw"",""yogurt, plain, whole milk""]"
multi-food-data.csv:000693,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate plain nonfat greek yogurt 200g + raspberries g150 + whole raw almonds 20 g 316kcal 6d ago""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g""},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""raspberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000694,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate 0.5 cups 2% cottage cheese + 100g strawberries + whole raw almonds g20 snack""}]","{""items"":[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup""},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""cheese, cottage, lowfat, 2% milkfat"",""strawberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000695,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate plain nonfat greek yogurt 100 grams + 150 g strawberries + 15g raw english walnut halves""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""strawberries, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000698,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""light canned tuna in water 150 gr + canned black beans 150 grams + raw roma tomato 100 gr lunch""}]","{""items"":[{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":150,""unit"":""g""},{""name"":""beans, black, canned, sodium added, drained and rinsed"",""quantity"":150,""unit"":""g""},{""name"":""tomato, roma"",""quantity"":100,""unit"":""g""}],""mealType"":""lunch""}","multi-food-data.csv:[""fish, tuna, light, canned in water, drained solids"",""beans, black, canned, sodium added, drained and rinsed"",""tomato, roma""]"
multi-food-data.csv:000699,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""150 gr plain nonfat greek yogurt + blueberries 150 grams + g15 raw english walnut halves breakfast""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""blueberries, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000700,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate plain nonfat greek yogurt 100 g + 100g red delicious apple + rolled whole grain oats g50 snack""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g""},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""apples, red delicious, with skin, raw"",""oats, whole grain, rolled, old fashioned""]"
multi-food-data.csv:000702,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate whole raw almonds 20g + 100 g full fat cottage cheese + 150g blueberries""}]","{""items"":[{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g""},{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""nuts, almonds, whole, raw"",""cottage cheese, full fat, large or small curd"",""blueberries, raw""]"
multi-food-data.csv:000703,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""150 grams full fat cottage cheese + 150 grams red delicious apple + whole raw almonds 20g -9h""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":150,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""apples, red delicious, with skin, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000705,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""plain nonfat yogurt 100 grams + blueberries 200 g + rolled whole grain oats 30 grams 279 cal""}]","{""items"":[{""name"":""yogurt, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g""},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, plain, nonfat"",""blueberries, raw"",""oats, whole grain, rolled, old fashioned""]"
multi-food-data.csv:000706,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""150 g plain nonfat greek yogurt + blueberries g150 + 15 grams whole raw almonds 22d ago""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""blueberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""blueberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000707,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""full fat cottage cheese 100g + 100g red delicious apple + g15 whole raw almonds snack -10h""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":100,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""apples, red delicious, with skin, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000708,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate strawberries 100 gr + g150 plain nonfat yogurt + raw english walnut halves 30 gr""}]","{""items"":[{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""strawberries, raw"",""yogurt, plain, nonfat"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000709,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""plain whole milk yogurt 150 gr + raspberries 150 gr + 30g whole raw almonds""}]","{""items"":[{""name"":""yogurt, plain, whole milk"",""quantity"":150,""unit"":""g""},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, plain, whole milk"",""raspberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000712,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate 200g full fat cottage cheese + red delicious apple 100 grams + raw english walnut halves g30 475kcal breakfast 9h ago""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g""},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g""},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""apples, red delicious, with skin, raw"",""nuts, walnuts, english, halves, raw""]"
multi-food-data.csv:000714,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""100g plain nonfat greek yogurt + raspberries 200g + whole raw almonds g15""}]","{""items"":[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g""},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""yogurt, greek, plain, nonfat"",""raspberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000717,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate blueberries g100 + 150 g plain nonfat yogurt + whole raw almonds 30 grams bf""}]","{""items"":[{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""breakfast""}","multi-food-data.csv:[""blueberries, raw"",""yogurt, plain, nonfat"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000718,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""150g plain nonfat yogurt + g150 raspberries + g30 raw peanuts snack""}]","{""items"":[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g""},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""yogurt, plain, nonfat"",""raspberries, raw"",""peanuts, raw""]"
multi-food-data.csv:000721,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate g100 light canned tuna in water + canned black beans 150 gr + 150 g raw roma tomato lunch""}]","{""items"":[{""name"":""fish, tuna, light, canned in water, drained solids"",""quantity"":100,""unit"":""g""},{""name"":""beans, black, canned, sodium added, drained and rinsed"",""quantity"":150,""unit"":""g""},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g""}],""mealType"":""lunch""}","multi-food-data.csv:[""fish, tuna, light, canned in water, drained solids"",""beans, black, canned, sodium added, drained and rinsed"",""tomato, roma""]"
multi-food-data.csv:000722,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""20 gr raw peanuts + strawberries 200 g + cup1 2% cottage cheese snack""}]","{""items"":[{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g""},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g""},{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup""}],""mealType"":""snack""}","multi-food-data.csv:[""peanuts, raw"",""strawberries, raw"",""cheese, cottage, lowfat, 2% milkfat""]"
multi-food-data.csv:000723,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""full fat cottage cheese 200 g + raspberries 100 gr + 20 g raw peanuts snack -7d""}]","{""items"":[{""name"":""cottage cheese, full fat, large or small curd"",""quantity"":200,""unit"":""g""},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g""},{""name"":""peanuts, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""snack""}","multi-food-data.csv:[""cottage cheese, full fat, large or small curd"",""raspberries, raw"",""peanuts, raw""]"
multi-food-data.csv:000725,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""1cup 2% cottage cheese + strawberries 150 gr + 20 grams whole raw almonds tmr""}]","{""items"":[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup""},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g""},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g""}],""mealType"":""unknown""}","multi-food-data.csv:[""cheese, cottage, lowfat, 2% milkfat"",""strawberries, raw"",""nuts, almonds, whole, raw""]"
multi-food-data.csv:000726,multi-food-data.csv,food,"[{""role"":""system"",""content"":""The user selected the food category. Extract only the food items and explicit meal type from the input. Return one compact JSON object with items and mealType. Preserve item order. Each item must contain name, quantity, and unit. Use mealType unknown when no meal is explicitly named. Do not output calories, time, nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""ate 2tbsp commercial hummus + 150 grams raw romaine lettuce + whole wheat bread slice1 lunch""}]","{""items"":[{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon""},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g""},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":1,""unit"":""slice""}],""mealType"":""lunch""}","multi-food-data.csv:[""hummus, commercial"",""lettuce, romaine, green, raw"",""bread, whole-wheat, commercially prepared""]"
